timestamp_x,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,temp,time,timestamp_y,latitude,longitude,altitude_m,satellites,hdop,speed_knots,pdop,vdop
1760823068,-1.446097802734375,1.0319009155273438,-9.567229833984374,-3.068702290076336,-0.9770992366412212,0.9541984732824428,28.341764705882355,107,1760723499.0,3402.75104 N,08407.11284 W,308.5,8.0,0.98,0.11,1.82,0.98
1760823069,-1.5035586425781249,0.9983820922851562,-9.421183532714844,-5.618320610687023,-1.015267175572519,1.1603053435114503,28.341764705882355,108,1760723500.0,3402.75078 N,08407.11287 W,308.6,8.0,0.98,0.137,1.82,0.98
1760823070,-1.400607971191406,1.0079588989257813,-9.524134204101562,-2.8931297709923665,-1.0381679389312977,0.8854961832061069,28.388823529411766,109,1760723501.0,3402.75071 N,08407.11286 W,308.8,8.0,0.98,0.057,1.82,0.98
1760823071,-1.407790576171875,0.9528922607421876,-9.574412438964844,-2.977099236641221,-0.931297709923664,1.183206106870229,28.341764705882355,110,1760723502.0,3402.75067 N,08407.11306 W,308.9,8.0,0.98,0.656,1.82,0.98
1760823072,-1.4341267944335936,0.9576806640625,-9.449913952636718,-2.916030534351145,-1.1145038167938932,1.0916030534351144,28.341764705882355,111,1760723503.0,3402.75065 N,08407.11318 W,309.1,7.0,1.01,0.177,1.82,0.98
1760823073,-1.2401964599609374,0.9528922607421876,-9.540893615722656,-3.183206106870229,-0.9694656488549618,1.1908396946564883,28.341764705882355,112,1760723504.0,3402.75078 N,08407.11332 W,309.2,7.0,1.01,0.243,2.03,1.01
1760823074,-1.3455413330078123,0.9624690673828123,-9.459490759277344,-3.030534351145038,-0.9541984732824428,1.068702290076336,28.341764705882355,113,1760723505.0,3402.75075 N,08407.11334 W,309.4,8.0,0.98,0.467,2.03,1.01
1760823075,-1.3407529296874998,0.9888052856445312,-9.4618849609375,-3.0229007633587788,-1.213740458015267,0.8702290076335878,28.48294117647059,114,1760723506.0,3402.75067 N,08407.11333 W,309.5,8.0,0.98,0.435,1.82,0.98
1760823076,-1.429338391113281,0.9265560424804687,-9.636661682128906,-2.854961832061069,-0.9389312977099236,1.0076335877862594,28.388823529411766,115,1760723507.0,3402.75061 N,08407.11344 W,309.6,8.0,0.98,0.253,1.82,0.98
1760823077,-1.2928688964843749,0.9935936889648436,-9.45470235595703,-3.137404580152672,-0.916030534351145,1.0381679389312977,28.435882352941174,116,1760723508.0,3402.75055 N,08407.11353 W,309.7,8.0,0.98,0.285,1.82,0.98
1760823078,-1.3215993164062498,0.9145850341796874,-9.631873278808593,-2.984732824427481,-1.236641221374046,1.1068702290076335,28.341764705882355,117,1760723509.0,3402.75048 N,08407.11347 W,309.9,8.0,0.98,0.523,1.82,0.98
1760823079,-1.347935534667969,1.0175357055664065,-9.579200842285156,-2.519083969465649,-0.5801526717557252,1.2213740458015268,28.388823529411766,118,1760723510.0,3402.75038 N,08407.11334 W,310.0,8.0,0.98,0.764,1.82,0.98
1760823080,-1.381454357910156,0.9935936889648436,-9.519345800781249,-3.3282442748091605,-1.1984732824427482,1.236641221374046,28.341764705882355,119,1760723511.0,3402.75029 N,08407.11333 W,310.1,8.0,0.98,0.518,1.82,0.98
1760823081,-1.381454357910156,1.0007762939453124,-9.526528405761718,-3.4580152671755724,-1.1221374045801529,1.1755725190839694,28.48294117647059,120,1760723512.0,3402.75028 N,08407.11333 W,310.2,8.0,0.98,0.175,1.82,0.98
1760823082,-1.335964526367187,0.8906430175781249,-9.196128576660156,-3.3969465648854964,-1.4198473282442747,1.1450381679389312,28.48294117647059,121,1760723513.0,3402.75001 N,08407.11314 W,310.3,8.0,0.98,0.481,1.82,0.98
1760823083,-1.35990654296875,0.7781155395507812,-9.203311181640624,-2.900763358778626,-0.8625954198473282,1.1908396946564883,28.435882352941174,122,1760723514.0,3402.75014 N,08407.11310 W,310.4,8.0,0.98,0.394,1.82,0.98
1760823084,-1.24498486328125,0.9241618408203124,-9.4618849609375,-2.938931297709924,-0.8320610687022901,1.1984732824427482,28.435882352941174,123,1760723515.0,3402.75004 N,08407.11297 W,310.4,8.0,0.98,0.669,1.82,0.98
1760823085,-1.3527239379882812,1.005564697265625,-9.497797985839844,-3.0763358778625958,-0.9847328244274808,1.282442748091603,28.435882352941174,124,1760723516.0,3402.74998 N,08407.11306 W,310.5,8.0,0.98,0.695,1.82,0.98
1760823086,-1.37906015625,0.9983820922851562,-9.442731347656249,-3.3206106870229006,-0.7175572519083969,1.2061068702290076,28.388823529411766,125,1760723517.0,3402.75001 N,08407.11306 W,310.6,8.0,0.98,0.536,1.82,0.98
1760823087,-1.4101847778320311,0.9600748657226562,-9.437942944335935,-3.2977099236641223,-0.9465648854961832,1.1526717557251909,28.435882352941174,126,1760723518.0,3402.75001 N,08407.11294 W,310.7,8.0,0.98,0.227,1.82,0.98
1760823088,-1.5011644409179687,0.9911994873046874,-9.4618849609375,-3.854961832061069,-1.16793893129771,1.3129770992366412,28.388823529411766,127,1760723519.0,3402.74992 N,08407.11285 W,310.8,8.0,0.98,0.467,1.82,0.98
