timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,temp
1760822961,-1.5131354492187499,0.9983820922851562,-9.53131680908203,-2.7786259541984735,-1.1297709923664123,0.9618320610687023,28.15352941176471
1760822962,-1.3814543579101561,1.0079588989257813,-9.478644372558593,-2.786259541984733,-0.8320610687022901,0.9618320610687023,28.059411764705885
1760822963,-1.419761584472656,0.97683427734375,-9.363722692871093,-2.8931297709923665,-0.8473282442748091,1.1297709923664123,28.106470588235297
1760822964,-1.4125789794921875,1.0606313354492187,-9.483432775878907,-2.3740458015267176,-0.5648854961832062,1.2061068702290076,28.106470588235297
1760822965,-1.5011644409179687,1.0127473022460938,-9.481038574218749,-2.9618320610687023,-0.8854961832061069,1.083969465648855,28.106470588235297
1760822966,-1.2282254516601563,0.9935936889648437,-9.519345800781249,-2.9236641221374047,-0.9312977099236641,1.213740458015267,28.15352941176471
1760822967,-1.4030021728515625,1.0127473022460938,-9.402029919433593,-2.8702290076335877,-0.8473282442748091,1.0229007633587786,28.15352941176471
1760822968,-1.407790576171875,0.9959878906249999,-9.512163195800781,-2.9083969465648853,-0.6641221374045801,1.0687022900763359,28.15352941176471
1760822969,-1.2856862915039062,0.9911994873046874,-9.572018237304688,-3.0381679389312977,-0.8473282442748091,1.0534351145038168,28.15352941176471
1760822970,-1.4221557861328125,0.9935936889648437,-9.581595043945311,-3.0763358778625953,-0.9312977099236641,1.015267175572519,28.15352941176471
1760822971,-1.4125789794921875,0.9840168823242187,-9.533711010742186,-3.1297709923664123,-1.1603053435114503,1.1755725190839694,28.15352941176471
1760822972,-1.388636962890625,0.9840168823242187,-9.457096557617186,-2.900763358778626,-0.8702290076335878,1.083969465648855,28.106470588235297
1760822973,-1.4796166259765624,0.9528922607421875,-9.488221179199218,-2.572519083969466,-1.0458015267175573,1.0,28.20058823529412
1760822974,-1.3838485595703125,0.9696516723632812,-9.442731347656249,-2.931297709923664,-0.9465648854961832,1.0381679389312977,28.906470588235294
1760822975,-1.3359645263671873,1.0079588989257813,-9.528922607421874,-2.946564885496183,-0.8396946564885496,1.083969465648855,28.20058823529412
1760822976,-1.3862427612304686,1.0534487304687499,-9.521740002441407,-3.053435114503817,-1.1068702290076335,0.9007633587786259,28.15352941176471
1760822977,-1.24498486328125,0.9313444458007812,-9.593566052246093,-2.9083969465648853,-1.4427480916030535,1.1908396946564885,28.24764705882353
1760822978,-1.3670891479492187,0.9816226806640624,-9.533711010742186,-2.9923664122137406,-0.9847328244274809,1.1221374045801527,28.20058823529412
1760822979,-1.2330138549804688,1.0127473022460938,-9.49300958251953,-3.2061068702290076,-1.1984732824427482,1.0916030534351144,28.15352941176471
1760822980,-1.3718775512695311,0.8858546142578124,-9.526528405761718,-2.8702290076335877,-0.8702290076335878,1.0534351145038168,28.15352941176471
1760822981,-1.3455413330078123,0.9792284790039062,-9.536105212402344,-2.9389312977099236,-0.9847328244274809,1.0305343511450382,27.494705882352942
1760822982,-1.3407529296874998,0.9552864624023437,-9.557653027343749,-2.687022900763359,-0.732824427480916,1.2595419847328244,28.15352941176471
1760822983,-1.2593500732421874,1.0199299072265624,-9.481038574218749,-2.8473282442748094,-0.7786259541984732,1.099236641221374,28.953529411764706
1760822984,-1.3096283081054687,1.0319009155273438,-9.797073193359374,-3.381679389312977,-1.5419847328244274,1.2213740458015268,27.494705882352942
1760822985,-1.37906015625,1.0103531005859374,-9.514557397460937,-2.801526717557252,-0.8625954198473282,0.9541984732824428,27.494705882352942
1760822986,-1.3670891479492187,0.9576806640625,-9.629479077148437,-2.8473282442748094,-0.7404580152671756,1.1984732824427482,28.906470588235294
1760822987,-1.3718775512695311,0.9241618408203125,-9.466673364257812,-2.8931297709923665,-0.9618320610687023,1.1145038167938932,28.953529411764706
1760822988,-1.3742717529296875,1.0223241088867188,-9.404424121093749,-2.5572519083969465,-0.7786259541984732,1.2213740458015268,28.953529411764706
1760822989,-1.37906015625,0.948103857421875,-9.485826977539062,-3.3969465648854964,-1.3587786259541985,1.015267175572519,28.15352941176471
1760822990,-1.3718775512695311,0.8116343627929687,-9.593566052246093,-2.900763358778626,-1.0,1.015267175572519,28.15352941176471
1760822991,-1.3431471313476562,0.9433154541015625,-9.478644372558593,-2.4580152671755724,-0.6870229007633588,0.8549618320610687,27.494705882352942
1760822992,-1.5107412475585937,0.7781155395507812,-9.564835632324218,-3.053435114503817,-0.9541984732824428,1.1145038167938932,28.15352941176471
1760822993,-1.3575123413085937,0.9816226806640624,-9.349357482910156,-2.801526717557252,-0.8931297709923665,0.9618320610687023,27.494705882352942
1760822994,-1.3646949462890625,0.9792284790039062,-9.507374792480467,-3.0763358778625953,-0.9541984732824428,1.0,28.24764705882353
1760822995,-1.3958195678710936,0.9720458740234375,-9.473855969238281,-2.969465648854962,-0.816793893129771,1.1908396946564885,28.953529411764706
1760822996,-1.3742717529296875,1.0031704956054688,-9.598354455566406,-3.7709923664122136,-1.3435114503816794,1.0687022900763359,27.494705882352942
1760822997,-1.3431471313476562,1.01514150390625,-9.555258825683593,-3.145038167938931,-1.1068702290076335,1.0610687022900764,27.541764705882354
1760822998,-1.3670891479492187,1.0726023437499999,-9.457096557617186,-3.183206106870229,-1.099236641221374,1.3053435114503817,28.20058823529412
1760822999,-1.3479355346679687,1.0103531005859374,-9.528922607421874,-2.854961832061069,-0.8244274809160306,1.0763358778625953,28.24764705882353
